"sentence_id","condition","mean_acc","mean_surprisal","normalized_surprisal"
101,"no_alt",0.765,9.46142745018005,1.27057921624084
102,"no_alt",0.493333333333333,10.1120467619462,0.465575575735663
103,"no_alt",0.752727272727273,9.87977760488337,0.852229061537529
104,"no_alt",0.680833333333333,9.58047611063177,0.997146227050138
105,"alt",0.506222222222222,9.34107577800751,1.44888756117377
106,"alt",0.728510638297872,9.26586275100708,1.30993438936116
107,"gram",0.799555555555556,9.25295052528381,1.15302385347154
108,"gram",0.7812,8.70018237829208,2.23129992889993
201,"no_alt",0.719166666666667,10.1288441961462,0.67265190966295
202,"no_alt",0.430833333333333,10.7415954849937,-0.0944837079235286
203,"no_alt",0.736666666666667,10.3828799074346,0.418616198374498
204,"no_alt",0.805,10.2616134990345,0.385498278035611
205,"alt",0.551489361702128,9.96889793872833,1.04046662828689
206,"alt",0.8268,10.2272660732269,0.983954752937255
207,"gram",0.732,10.1833543300629,0.85804373448843
208,"gram",0.796888888888889,9.19529728094737,1.9555862540786
301,"no_alt",0.795454545454545,8.16112197529186,3.1608996986887
302,"no_alt",0.378181818181818,8.83447870341214,2.33315864182943
303,"no_alt",0.75,8.70852704481645,2.61349462916411
304,"no_alt",0.683333333333333,8.69985686648976,2.46778047875181
305,"alt",0.500357142857143,6.76110783815384,3.42164625849426
306,"alt",0.79725,8.86669640541077,2.26903709665707
307,"gram",0.827111111111111,8.8109475851059,2.15496315534905
308,"gram",0.8658,6.95452182109539,4.3669235756758
401,"no_alt",0.9,10.9749743179841,1.18052776650926
402,"no_alt",0.464,11.6860919757323,0.315025780022139
403,"no_alt",0.753,10.8189974481409,1.33650463635249
404,"no_alt",0.701666666666667,11.0309058319439,0.970211923810564
405,"alt",0.467857142857143,9.9904002348582,1.26850644997809
406,"alt",0.734905660377358,10.5969313979149,1.23900299079812
407,"gram",0.777173913043478,10.6180254817009,1.04808614539922
408,"gram",0.75843137254902,9.36477718750636,2.03564846534066
501,"no_alt",0.774,10.174570163091,1.39239849774294
502,"no_alt",0.23875,11.0850393507216,0.293237352764744
503,"no_alt",0.769090909090909,10.5993820296394,0.967586631194619
504,"no_alt",0.655,10.3830805884467,0.995196115039593
505,"alt",0.455925925925926,10.3341687679291,1.21899688994206
506,"alt",0.763137254901961,10.0442272126675,1.60438369536669
507,"gram",0.754130434782609,10.1965965032578,1.23973595276029
508,"gram",0.832083333333333,9.47964253425598,2.24334588522805
601,"no_alt",0.823333333333333,9.24329939755526,3.07826458526861
602,"no_alt",0.528,10.1588242704218,2.00835538366308
603,"no_alt",0.692727272727273,9.78856795484369,2.53299602798019
604,"no_alt",0.698,9.57773635604165,2.58944329804324
605,"alt",0.4948,9.89628428220749,2.96934938150125
606,"alt",0.777291666666667,9.60453560352326,2.22310756361288
607,"gram",0.764772727272727,9.6235951423645,2.03422526315875
608,"gram",0.756326530612245,9.03251711527506,3.97463551644442
701,"no_alt",0.886363636363636,9.95184805176475,1.52541365826709
702,"no_alt",0.38,10.6026667464863,0.720210634806531
703,"no_alt",0.762,10.0459402907978,1.431321419234
704,"no_alt",0.621428571428571,10.1832932342183,1.1395841470746
705,"alt",0.450833333333333,8.51106618000911,2.51709591341167
706,"alt",0.832926829268293,11.024494515525,0.398978582540458
707,"gram",0.729375,10.8036976125505,0.431083528167252
708,"gram",0.828771929824561,8.01436345393841,3.14443153303074
801,"no_alt",0.832941176470588,9.81506278298118,2.65898491718809
802,"no_alt",0.513333333333333,10.7095604701476,1.61010290128271
803,"no_alt",0.706,10.381616787477,2.09243091269229
804,"no_alt",0.680769230769231,10.3033914132552,2.0162719581751
805,"alt",0.466041666666667,9.73931595683098,2.20532107590882
806,"alt",0.775490196078431,9.54275228977203,2.35396589121083
807,"gram",0.790740740740741,9.60957036018372,2.11732505918626
808,"gram",0.882702702702703,8.92062232891718,3.16553367183335
901,"no_alt",0.871333333333333,9.99125578186729,0.947527091739721
902,"no_alt",0.554285714285714,10.6322348768061,0.152163668061934
903,"no_alt",0.818,10.3611969947815,0.577585878825514
904,"no_alt",0.736153846153846,10.0292268232866,0.755171721581443
905,"alt",0.479183673469388,9.83453671137492,1.47970584331682
906,"alt",0.738823529411765,10.8778005003929,0.560574118943388
907,"gram",0.808260869565217,10.9921668887138,0.276384969009577
908,"gram",0.8495,9.19150112072627,2.26426040197621
1001,"no_alt",0.740909090909091,10.0513884975226,2.3923298187138
1002,"no_alt",0.526923076923077,10.6494648410783,1.65273450714728
1003,"no_alt",0.570909090909091,10.2935799616583,2.15013835457806
1004,"no_alt",0.688,10.2326126296927,2.06958671853293
1005,"alt",0.466530612244898,9.82093765445125,2.50587242810261
1006,"alt",0.766060606060606,10.753940706281,2.12884166230564
1007,"gram",0.804905660377358,10.887962783128,1.82499682384572
1008,"gram",0.685882352941176,9.31631683022715,3.14112614587508
1101,"no_alt",0.83875,10.4304662834514,0.454885057726496
1102,"no_alt",0.472857142857143,11.2487000768835,-0.517733064444555
1103,"no_alt",0.691818181818182,10.5491073781794,0.336243962998546
1104,"no_alt",0.590909090909091,10.5985266945579,0.132440317881051
1105,"alt",0.48625,9.62864780426025,1.37988896123148
1106,"alt",0.730833333333333,10.6377959012985,0.309908083055718
1107,"gram",0.774893617021277,10.8126044988632,-0.0347232761218665
1108,"gram",0.839285714285714,8.94115420182546,2.20890153167701
1201,"no_alt",0.771,10.3429436744614,1.72620265114637
1202,"no_alt",0.494285714285714,10.9751202362505,0.939641760618305
1203,"no_alt",0.9075,10.5403858314861,1.52876049412169
1204,"no_alt",0.645,10.5398903651671,1.37487163170169
1205,"alt",0.403953488372093,9.32983453796866,2.65725159661244
1206,"alt",0.874716981132075,9.98367618322372,1.8079486183923
1207,"gram",0.732641509433962,9.87140046358109,1.75040157642205
1208,"gram",0.799302325581395,8.76401926802161,3.36458583457023
1301,"no_alt",0.794375,10.0722558823499,1.74045861212176
1302,"no_alt",0.414,10.6679465228861,0.990383642846548
1303,"no_alt",0.860588235294118,10.3834583109075,1.4292561835641
1304,"no_alt",0.936923076923077,10.677808934992,0.98052123074064
1305,"alt",0.3542,8.91559138664832,2.6631555507389
1306,"alt",0.747333333333333,10.673808324337,1.43182941605934
1307,"gram",0.823260869565217,10.6019101262093,1.3339048525742
1308,"gram",0.733589743589744,8.37178369668814,3.33759613424746
1401,"no_alt",0.726428571428571,12.2790843486786,0.390177235032248
1402,"no_alt",0.51125,13.2299401521683,-0.730501330070325
1403,"no_alt",0.859090909090909,12.0451337575912,0.624127826119589
1404,"no_alt",0.674166666666667,12.3868228197098,0.112616002388171
1405,"alt",0.398461538461538,10.626671444286,1.21574793750013
1406,"alt",0.799803921568627,12.9616826375326,-0.186783440358199
1407,"gram",0.758571428571429,13.1055621835921,-0.519354943765354
1408,"gram",0.847118644067797,9.8510642268441,2.14573948368103
1501,"no_alt",0.793529411764706,9.1325264193795,1.8322977458007
1502,"no_alt",0.320909090909091,9.67746397581968,1.13297586062153
1503,"no_alt",0.86,9.46728426759893,1.49753989758126
1504,"no_alt",0.639166666666667,9.31007014621388,1.50036969022733
1505,"alt",0.487222222222222,10.3564213057204,1.23857548616689
1506,"alt",0.755333333333333,9.8671228647232,1.14877058030883
1507,"gram",0.737142857142857,9.78501967191696,1.06105101150219
1508,"gram",0.819268292682927,9.80502376356162,1.93149199633639
1601,"no_alt",0.865,8.80705008723519,2.4966725012099
1602,"no_alt",0.56,9.45210540294647,1.69723285675963
1603,"no_alt",0.739375,9.11492205749858,2.1888005309465
1604,"no_alt",0.652666666666667,9.01766000552611,2.13167825417999
1605,"alt",0.452340425531915,8.81386881073316,2.62858385465351
1606,"alt",0.725909090909091,9.0945075571537,2.26907487628453
1607,"gram",0.812075471698113,9.16677877306938,2.02698089875596
1608,"gram",0.7885,8.34290671348572,3.24106491991169
1701,"no_alt",0.88375,8.78267372738231,1.48380621341558
1702,"no_alt",0.362857142857143,9.47762398286299,0.634471629195915
1703,"no_alt",0.733333333333333,9.05356498198076,1.21291495881714
1704,"no_alt",0.598125,9.0789882703261,1.03310734173281
1705,"alt",0.438888888888889,8.73956829309464,1.75126277462914
1706,"alt",0.748035714285714,9.20459229946136,0.736492144808532
1707,"gram",0.756046511627907,9.19377439022064,0.577487292436367
1708,"gram",0.781538461538462,8.00808600584666,2.62426402988786
1801,"no_alt",0.809166666666667,8.84412225809964,1.57411670639326
1802,"no_alt",0.542222222222222,9.59614554318515,0.667709092568768
1803,"no_alt",0.810769230769231,9.63272047042847,0.785518494064437
1804,"no_alt",0.61,9.41198101910678,0.851873616647137
1805,"alt",0.445294117647059,9.2476625386577,1.45296842134274
1806,"alt",0.667567567567568,9.5262270450592,0.746846801253359
1807,"gram",0.829807692307692,9.39705905914307,0.706192025556609
1808,"gram",0.8382,8.54954120950909,2.29260871850208
1901,"no_alt",0.823333333333333,10.5270443558693,1.20623556965001
1902,"no_alt",0.377272727272727,11.2557252764702,0.307731887436229
1903,"no_alt",0.594444444444444,10.9548755168915,0.778404408627822
1904,"no_alt",0.656923076923077,10.8047247171402,0.758732446766216
1905,"alt",0.48,9.66153287390868,2.3437077142967
1906,"alt",0.660192307692308,9.89260111914741,1.18638385367751
1907,"gram",0.785217391304348,10.0066986083984,0.883594407078825
1908,"gram",0.817450980392157,9.01991931100686,3.12684024520926
2001,"no_alt",0.881111111111111,10.6347180843353,0.562575179113505
2002,"no_alt",0.347777777777778,11.4441296577454,-0.416659155909417
2003,"no_alt",0.8375,10.9615258693695,0.235767394079325
2004,"no_alt",0.55125,10.9324018001556,0.0950687016803043
2005,"alt",0.42,10.1687640543942,1.04467848288375
2006,"alt",0.802592592592593,11.0882329940796,0.513825632833728
2007,"gram",0.74719298245614,11.210996998681,0.202369670884702
2008,"gram",0.81875,9.41568229918961,1.95214456682737
2101,"no_alt",0.781428571428571,10.2302069338885,0.531062736317409
2102,"no_alt",0.5325,11.0161409486424,-0.409255607175442
2103,"no_alt",0.650769230769231,10.2312858538194,0.529983816386517
2104,"no_alt",0.646153846153846,10.3829736492851,0.223911692181886
2105,"alt",0.487931034482759,9.68369158091567,1.04667350061265
2106,"alt",0.816190476190476,9.6904094338417,1.09083694592525
2107,"gram",0.785098039215686,9.95697649717331,0.654447120980763
2108,"gram",0.877045454545455,8.83269331835133,2.03919073118773
2201,"no_alt",0.744666666666667,9.00474127856168,1.77758251754506
2202,"no_alt",0.458461538461538,9.67499305985191,0.952946407515845
2203,"no_alt",0.658888888888889,9.39629712971774,1.386026666389
2204,"no_alt",0.526875,9.20397486469962,1.42396460266813
2205,"alt",0.4195,8.6587568372488,2.40647766124258
2206,"alt",0.818846153846154,9.13325852155685,1.76633735687085
2207,"gram",0.874666666666667,9.14937957525253,1.58039354156228
2208,"gram",0.809344262295082,8.01517153779666,3.19158192870546
2301,"no_alt",0.73625,8.88492157061895,2.85385163878063
2302,"no_alt",0.434285714285714,9.47502368688583,2.122230554503
2303,"no_alt",0.780909090909091,9.28103027741114,2.45774293198843
2304,"no_alt",0.716153846153846,9.23191191752752,2.36534232386132
2305,"alt",0.424705882352941,8.88440038607671,2.84961358993804
2306,"alt",0.7164,8.05194609815424,2.32732878202224
2307,"gram",0.710819672131147,7.85317806764083,2.37171248379667
2308,"gram",0.771777777777778,8.18035421004662,3.6842926595165
2401,"no_alt",0.81625,8.30933897476643,2.27761190659243
2402,"no_alt",0.355,8.93628822732717,1.50914368602095
2403,"no_alt",0.832222222222222,8.19845076495161,2.38850011640726
2404,"no_alt",0.6625,8.20098567257325,2.24444624077487
2405,"alt",0.438478260869565,7.82128882221878,3.16970600695923
2406,"alt",0.756041666666667,8.15933779660951,2.5382788625095
2407,"gram",0.811162790697674,8.16861789216372,2.3746144382163
2408,"gram",0.790740740740741,7.21309076235271,3.90853696037366
2501,"no_alt",0.847272727272727,10.9160995916887,1.11717348209962
2502,"no_alt",0.416153846153846,11.6570532728325,0.221835472216785
2503,"no_alt",0.735,11.1398676660928,0.893405407695511
2504,"no_alt",0.753076923076923,10.9236772453243,0.955211499725
2505,"alt",0.497884615384615,8.96364870925362,2.27923636632766
2506,"alt",0.72078947368421,11.6892201662064,0.206394346800238
2507,"gram",0.82452380952381,11.6016524553299,0.124139296063815
2508,"gram",0.84175,8.38233369159011,2.99118427753955
9101,"filler_good",0.952823529411765,6.72022963066896,2.7246928290446
9102,"filler_good",0.928858695652174,9.22348684668541,0.277625578652738
9103,"filler_good",0.923005780346821,8.36111587827856,1.11202513814413
9104,"filler_good",0.920994152046784,7.75986699645336,2.45582942821572
9105,"filler_good",0.915480225988701,8.88112431317568,1.00642024507638
9106,"filler_good",0.943279569892473,5.17618726938963,3.50216558647077
9107,"filler_good",0.938956043956044,6.16003130490963,2.67481836923719
9108,"filler_good",0.928823529411765,6.74701583156219,2.50691476113941
9109,"filler_good",0.922443181818182,6.27374451435529,2.78358127231087
9110,"filler_good",0.91463687150838,8.31797113097631,1.76975221575491
9111,"filler_good",0.980909090909091,9.11126792430878,2.60739834387574
9112,"filler_good",0.967942857142857,7.66226797103882,2.15485842786798
9113,"filler_good",0.961219512195122,7.32451663698469,2.73796909803101
9114,"filler_good",0.964309392265193,8.8391943871975,1.52009601913548
9115,"filler_good",0.928457142857143,5.12563861333407,3.92468094333317
9116,"filler_good",0.884204545454545,5.97332452024732,2.38633208284526
9117,"filler_good",0.965274725274725,6.51922030108316,3.03418348011852
9118,"filler_good",0.966229508196721,6.30477945621197,2.98405892795507
9119,"filler_good",0.939704142011834,6.0270797931231,4.94770526520442
9120,"filler_good",0.93816091954023,7.4669809738795,1.0006458235532
9201,"filler_bad",0.250975609756098,9.56230278448625,0.441204962696065
9202,"filler_bad",0.113294797687861,9.39745454604809,1.06040921444987
9203,"filler_bad",0.0705747126436782,9.62024029663631,-0.226343960127972
9204,"filler_bad",0.127877094972067,10.2397814013741,-0.617185556032839
9205,"filler_bad",0.23028901734104,8.89360624093276,0.244565229396888
9206,"filler_bad",0.0713440860215054,10.7339250644048,-0.380417116936995
9207,"filler_bad",0.118201058201058,9.73274178115221,-0.397468404670991
9208,"filler_bad",0.0811666666666667,12.4340759913127,-1.6812913660244
9209,"filler_bad",0.0960975609756098,9.87654280662537,0.368033763428399
9210,"filler_bad",0.054,11.3099589248498,1.40774056780011
9211,"filler_bad",0.0832402234636872,9.31471261978149,1.52779873004886
9212,"filler_bad",0.073546511627907,12.6621972984738,-0.393279672427476
9213,"filler_bad",0.0772677595628415,11.6020082560453,-0.0808654064983344
9214,"filler_bad",0.0779005524861879,11.5914381579919,-1.5865885675735
9215,"filler_bad",0.0550561797752809,10.941475947698,-0.784158270224613
9216,"filler_bad",0.133220338983051,9.7792234659195,-0.0924919609012145
9217,"filler_bad",0.0944021739130435,11.9579664342105,-1.54243239149274
9218,"filler_bad",0.105639534883721,10.5358043817373,0.68090496426052
9219,"filler_bad",0.0564444444444444,11.2096226322853,-0.397137403683197
9220,"filler_bad",0.0546511627906977,10.9623600461266,-0.598878504416987
